,#EventID,Time,Latitude,Longitude,Depth/km,Author,Catalog,Contributor,ContributorID,MagType,Magnitude,MagAuthor,EventLocationName,EventType
1346,gfz2025proo,2025-08-12T01:42:15.59,53.575,157.821,10.0,,,GFZ,gfz2025proo,mb,4.98,,"Kamchatka Peninsula, Russia",
1347,gfz2025prnl,2025-08-12T01:08:57.56,52.099,159.602,35.0,,,GFZ,gfz2025prnl,mb,4.71,,Off East Coast of Kamchatka,
1348,gfz2025prgi,2025-08-11T21:33:22.45,-7.216,128.154,213.5,,,GFZ,gfz2025prgi,mb,4.28,,Banda Sea,
1349,gfz2025prfq,2025-08-11T21:12:16.63,52.149,157.838,29.0,,,GFZ,gfz2025prfq,mb,4.81,,"Kamchatka Peninsula, Russia",
1350,gfz2025prfi,2025-08-11T21:02:40.47,51.696,159.515,10.0,,,GFZ,gfz2025prfi,mb,5.21,,Off East Coast of Kamchatka,
1351,gfz2025prda,2025-08-11T19:52:34.87,52.051,159.249,32.0,,,GFZ,gfz2025prda,mb,4.92,,Off East Coast of Kamchatka,
1352,gfz2025prcm,2025-08-11T19:36:38.79,-26.822,-71.146,10.0,,,GFZ,gfz2025prcm,Mw,4.9,,Off Coast of Northern Chile,
1353,gfz2025praj,2025-08-11T18:32:37.71,39.232,27.879,10.0,,,GFZ,gfz2025praj,mb,4.04,,Türkiye,
1354,gfz2025prah,2025-08-11T18:29:36.54,-22.717,170.651,10.0,,,GFZ,gfz2025prah,mb,4.91,,Southeast of Loyalty Islands,
1355,gfz2025pqye,2025-08-11T17:25:34.48,50.286,156.94,38.0,,,GFZ,gfz2025pqye,mb,5.16,,Kuril Islands,
1356,gfz2025pqxu,2025-08-11T17:13:36.2,39.227,28.026,10.0,,,GFZ,gfz2025pqxu,Mw,4.36,,Türkiye,
1357,gfz2025pqxb,2025-08-11T16:52:05.85,39.184,28.097,10.0,,,GFZ,gfz2025pqxb,Mw,4.21,,Türkiye,
1358,gfz2025pqwo,2025-08-11T16:37:02.62,39.319,27.998,10.0,,,GFZ,gfz2025pqwo,mb,4.16,,Türkiye,
1359,gfz2025pqop,2025-08-11T12:35:05.46,52.127,160.085,36.1,,,GFZ,gfz2025pqop,mb,4.82,,Off East Coast of Kamchatka,
1360,gfz2025pqnx,2025-08-11T12:14:20.1,-18.116,167.953,56.9,,,GFZ,gfz2025pqnx,mb,4.84,,Vanuatu Islands,
1361,gfz2025pqnu,2025-08-11T12:10:34.87,51.919,160.255,29.0,,,GFZ,gfz2025pqnu,mb,5.06,,Off East Coast of Kamchatka,
1362,gfz2025pqnp,2025-08-11T12:05:13.8,51.978,160.201,10.0,,,GFZ,gfz2025pqnp,mb,5.41,,Off East Coast of Kamchatka,
1363,gfz2025pqmv,2025-08-11T11:41:27.08,-14.543,-76.356,10.0,,,GFZ,gfz2025pqmv,mb,4.82,,Near Coast of Peru,
1364,gfz2025pqlv,2025-08-11T11:10:45.8,-21.757,-68.47,105.1,,,GFZ,gfz2025pqlv,mb,4.88,,Chile-Bolivia Border Region,
1365,gfz2025pqjg,2025-08-11T09:53:43.98,50.787,157.124,56.4,,,GFZ,gfz2025pqjg,mb,4.94,,Kuril Islands,
1366,gfz2025pqfq,2025-08-11T08:03:57.59,-1.074,135.578,55.9,,,GFZ,gfz2025pqfq,mb,4.69,,"West Papua Region, Indonesia",
1367,gfz2025pqcu,2025-08-11T06:37:43.28,-16.679,-174.07,147.5,,,GFZ,gfz2025pqcu,Mw,5.03,,Tonga Islands,
1368,gfz2025pqbh,2025-08-11T05:52:03.34,53.54,-163.556,10.0,,,GFZ,gfz2025pqbh,mb,4.73,,"Unimak Island Region, Alaska",
1369,gfz2025ppvm,2025-08-11T02:55:40.02,18.142,121.606,123.5,,,GFZ,gfz2025ppvm,mb,4.63,,"Luzon, Philippines",
1370,gfz2025ppui,2025-08-11T02:21:03.47,15.053,-94.132,18.0,,,GFZ,gfz2025ppui,Mw,5.88,,"Near Coast of Oaxaca, Mexico",
1371,gfz2025pptm,2025-08-11T01:55:11.26,39.222,28.229,10.0,,,GFZ,gfz2025pptm,Mw,4.33,,Türkiye,
1372,gfz2025ppte,2025-08-11T01:45:30.34,-8.987,124.353,67.3,,,GFZ,gfz2025ppte,mb,4.68,,Timor Region,
1373,gfz2025pprr,2025-08-11T01:00:14.84,39.237,28.116,10.0,,,GFZ,gfz2025pprr,Mw,3.95,,Türkiye,
1374,gfz2025ppqw,2025-08-11T00:36:19.62,53.039,161.472,10.0,,,GFZ,gfz2025ppqw,mb,4.68,,Off East Coast of Kamchatka,
1375,gfz2025ppqf,2025-08-11T00:16:31.52,4.446,-76.013,128.7,,,GFZ,gfz2025ppqf,mb,4.87,,Colombia,
1376,gfz2025ppnn,2025-08-10T22:54:25.36,13.027,145.507,26.0,,,GFZ,gfz2025ppnn,mb,4.99,,Mariana Islands,
1377,gfz2025ppmb,2025-08-10T22:10:33.97,12.982,145.685,10.0,,,GFZ,gfz2025ppmb,mb,4.85,,South of Mariana Islands,
1378,gfz2025pplk,2025-08-10T21:49:49.5,14.084,-91.946,10.0,,,GFZ,gfz2025pplk,mb,4.44,,Guatemala,
1379,gfz2025ppjb,2025-08-10T20:37:55.98,14.277,-91.811,10.0,,,GFZ,gfz2025ppjb,mb,4.71,,Guatemala,
1380,gfz2025ppiu,2025-08-10T20:30:43.37,2.223,128.645,10.0,,,GFZ,gfz2025ppiu,mb,4.88,,"Halmahera, Indonesia",
1381,gfz2025ppgg,2025-08-10T19:12:34.78,52.342,159.641,10.0,,,GFZ,gfz2025ppgg,mb,4.59,,Off East Coast of Kamchatka,
1382,gfz2025ppeb,2025-08-10T18:07:48.84,-24.092,179.969,512.9,,,GFZ,gfz2025ppeb,mb,4.6,,South of Fiji Islands,
1383,gfz2025ppdx,2025-08-10T18:03:06.12,52.382,160.177,31.0,,,GFZ,gfz2025ppdx,mb,4.67,,Off East Coast of Kamchatka,
1384,gfz2025ppbq,2025-08-10T16:53:47.37,39.28,28.052,10.0,,,GFZ,gfz2025ppbq,Mw,6.13,,Türkiye,
1385,gfz2025ppbb,2025-08-10T16:36:08.77,-20.674,-175.469,40.0,,,GFZ,gfz2025ppbb,mb,5.21,,Tonga Islands,
1386,gfz2025pozt,2025-08-10T15:57:36.38,-0.317,125.973,41.0,,,GFZ,gfz2025pozt,mb,5.04,,Southern Molucca Sea,
1387,gfz2025powy,2025-08-10T14:32:06.58,13.906,-91.99,52.9,,,GFZ,gfz2025powy,mb,4.53,,Near Coast of Guatemala,
1388,gfz2025povh,2025-08-10T13:42:08.7,51.954,161.111,31.0,,,GFZ,gfz2025povh,mb,4.76,,Off East Coast of Kamchatka,
1389,gfz2025potj,2025-08-10T12:44:07.47,51.855,158.338,63.0,,,GFZ,gfz2025potj,mb,4.72,,Near East Coast of Kamchatka,
1390,gfz2025poqp,2025-08-10T11:19:19.36,51.329,157.523,80.9,,,GFZ,gfz2025poqp,mb,5.12,,Near East Coast of Kamchatka,
1391,gfz2025popo,2025-08-10T10:47:40.98,52.571,160.894,27.0,,,GFZ,gfz2025popo,mb,5.03,,Off East Coast of Kamchatka,
1392,gfz2025ponx,2025-08-10T09:58:09.18,52.215,160.046,23.9,,,GFZ,gfz2025ponx,mb,4.97,,Off East Coast of Kamchatka,
1393,gfz2025ponr,2025-08-10T09:51:14.29,53.866,160.776,30.0,,,GFZ,gfz2025ponr,mb,4.71,,Near East Coast of Kamchatka,
1394,gfz2025pomy,2025-08-10T09:29:17.18,52.26,160.161,28.0,,,GFZ,gfz2025pomy,mb,5.3,,Off East Coast of Kamchatka,
1395,gfz2025poio,2025-08-10T07:16:16.52,50.306,157.244,40.5,,,GFZ,gfz2025poio,mb,4.7,,Kuril Islands,
1396,gfz2025poia,2025-08-10T06:59:38.36,51.606,159.341,27.0,,,GFZ,gfz2025poia,Mw,5.13,,Off East Coast of Kamchatka,
1397,gfz2025pogn,2025-08-10T06:14:32.49,13.861,-92.047,10.0,,,GFZ,gfz2025pogn,mb,4.63,,"Off Coast of Chiapas, Mexico",
1398,gfz2025poge,2025-08-10T06:03:34.74,23.703,121.625,10.0,,,GFZ,gfz2025poge,mb,4.85,,Taiwan,
1399,gfz2025pofz,2025-08-10T05:57:32.24,13.113,145.517,21.7,,,GFZ,gfz2025pofz,Mw,5.27,,Mariana Islands,
1400,gfz2025podz,2025-08-10T04:56:52.24,13.173,145.491,22.0,,,GFZ,gfz2025podz,Mw,5.91,,Mariana Islands,
1401,gfz2025pocf,2025-08-10T04:04:05.06,51.77,159.301,20.8,,,GFZ,gfz2025pocf,mb,4.95,,Off East Coast of Kamchatka,
1402,gfz2025pobb,2025-08-10T03:28:08.19,-47.833,115.826,10.0,,,GFZ,gfz2025pobb,mb,4.98,,Western Indian-Antarctic Ridge,
1403,gfz2025poba,2025-08-10T03:27:05.32,-4.259,102.428,59.2,,,GFZ,gfz2025poba,mb,4.95,,"Southern Sumatra, Indonesia",
1404,gfz2025poan,2025-08-10T03:11:49.77,50.115,159.643,10.0,,,GFZ,gfz2025poan,mb,4.85,,East of Kuril Islands,
1405,gfz2025pnzp,2025-08-10T02:44:22.6,51.684,159.308,30.0,,,GFZ,gfz2025pnzp,mb,4.96,,Off East Coast of Kamchatka,
1406,gfz2025pnzl,2025-08-10T02:39:28.36,51.777,159.234,29.0,,,GFZ,gfz2025pnzl,mb,5.09,,Off East Coast of Kamchatka,
1407,gfz2025pnsp,2025-08-09T23:12:02.91,51.548,158.929,29.0,,,GFZ,gfz2025pnsp,mb,4.79,,Near East Coast of Kamchatka,
1408,gfz2025pnry,2025-08-09T22:51:50.79,2.843,-31.36,10.0,,,GFZ,gfz2025pnry,mb,4.95,,Central Mid-Atlantic Ridge,
1409,gfz2025pnph,2025-08-09T21:31:32.75,51.785,158.731,29.0,,,GFZ,gfz2025pnph,mb,4.68,,Near East Coast of Kamchatka,
1410,gfz2025pnnp,2025-08-09T20:40:59.3,13.491,-92.342,15.0,,,GFZ,gfz2025pnnp,Mw,6.03,,"Off Coast of Chiapas, Mexico",
1411,gfz2025pnkz,2025-08-09T19:21:36.94,52.492,160.065,28.0,,,GFZ,gfz2025pnkz,mb,4.91,,Off East Coast of Kamchatka,
1412,gfz2025pnkt,2025-08-09T19:14:51.98,52.111,159.026,32.0,,,GFZ,gfz2025pnkt,mb,4.7,,Off East Coast of Kamchatka,
1413,gfz2025pnkm,2025-08-09T19:05:40.32,52.339,160.342,10.0,,,GFZ,gfz2025pnkm,mb,4.88,,Off East Coast of Kamchatka,
1414,gfz2025pnji,2025-08-09T18:30:48.94,49.928,157.515,10.0,,,GFZ,gfz2025pnji,mb,4.82,,East of Kuril Islands,
1415,gfz2025pnie,2025-08-09T17:56:02.09,51.37,158.68,63.3,,,GFZ,gfz2025pnie,mb,4.66,,Near East Coast of Kamchatka,
1416,gfz2025pnec,2025-08-09T15:52:53.82,49.061,154.83,81.6,,,GFZ,gfz2025pnec,mb,4.6,,Kuril Islands,
1417,gfz2025pnan,2025-08-09T14:04:07.78,50.066,159.732,12.4,,,GFZ,gfz2025pnan,Mw,6.03,,East of Kuril Islands,
1418,gfz2025pmya,2025-08-09T12:48:21.66,53.123,159.891,36.0,,,GFZ,gfz2025pmya,mb,4.72,,Near East Coast of Kamchatka,
1419,gfz2025pmxv,2025-08-09T12:42:50.3,50.123,158.616,31.0,,,GFZ,gfz2025pmxv,mb,4.57,,East of Kuril Islands,
1420,gfz2025pmxk,2025-08-09T12:30:13.14,22.91,94.456,91.9,,,GFZ,gfz2025pmxk,mb,4.78,,Myanmar,
1421,gfz2025pmvn,2025-08-09T11:33:06.57,6.133,126.523,102.7,,,GFZ,gfz2025pmvn,mb,5.22,,"Mindanao, Philippines",
1422,gfz2025pmtp,2025-08-09T10:34:48.9,51.652,159.392,28.0,,,GFZ,gfz2025pmtp,mb,5.04,,Off East Coast of Kamchatka,
1423,gfz2025pmsi,2025-08-09T09:55:44.15,52.313,160.065,25.0,,,GFZ,gfz2025pmsi,mb,5.09,,Off East Coast of Kamchatka,
1424,gfz2025pmsf,2025-08-09T09:52:30.52,50.152,158.555,30.0,,,GFZ,gfz2025pmsf,mb,4.64,,East of Kuril Islands,
1425,gfz2025pmrv,2025-08-09T09:40:54.79,52.297,160.085,30.0,,,GFZ,gfz2025pmrv,mb,5.37,,Off East Coast of Kamchatka,
1426,gfz2025pmrq,2025-08-09T09:34:46.65,-17.305,-69.515,160.7,,,GFZ,gfz2025pmrq,mb,4.21,,Peru-Bolivia Border Region,
1427,gfz2025pmrk,2025-08-09T09:27:30.25,50.35,159.604,10.0,,,GFZ,gfz2025pmrk,mb,4.78,,East of Kuril Islands,
1428,gfz2025pmqq,2025-08-09T09:04:29.41,-57.765,157.51,10.0,,,GFZ,gfz2025pmqq,mb,5.34,,Macquarie Island Region,
1429,gfz2025pmoo,2025-08-09T08:01:42.02,51.763,158.159,74.8,,,GFZ,gfz2025pmoo,mb,4.93,,Near East Coast of Kamchatka,
1430,gfz2025pmmh,2025-08-09T06:52:29.15,49.796,155.858,63.1,,,GFZ,gfz2025pmmh,mb,4.99,,Kuril Islands,
1431,gfz2025pmfu,2025-08-09T03:36:08.01,51.983,159.235,10.0,,,GFZ,gfz2025pmfu,mb,4.95,,Off East Coast of Kamchatka,
1432,gfz2025plyv,2025-08-09T00:04:27.75,-23.88,-115.914,10.0,,,GFZ,gfz2025plyv,mb,4.9,,Southern East Pacific Rise,
1433,gfz2025plxc,2025-08-08T23:12:00.41,51.392,156.487,10.0,,,GFZ,gfz2025plxc,mb,4.96,,"Kamchatka Peninsula, Russia",
1434,gfz2025plvi,2025-08-08T22:18:31.23,9.425,40.018,10.0,,,GFZ,gfz2025plvi,mb,4.7,,Ethiopia,
1435,gfz2025pluw,2025-08-08T22:05:29.21,52.154,158.594,53.6,,,GFZ,gfz2025pluw,mb,5.23,,Near East Coast of Kamchatka,
1436,gfz2025plus,2025-08-08T21:59:28.29,51.823,159.155,26.0,,,GFZ,gfz2025plus,mb,4.73,,Off East Coast of Kamchatka,
1437,gfz2025plrj,2025-08-08T20:18:15.03,-5.728,68.518,10.0,,,GFZ,gfz2025plrj,mb,4.86,,Chagos Archipelago Region,
1438,gfz2025plqs,2025-08-08T19:58:26.97,52.788,159.924,29.0,,,GFZ,gfz2025plqs,mb,5.23,,Off East Coast of Kamchatka,
1439,gfz2025ploq,2025-08-08T18:55:17.71,3.459,122.738,537.2,,,GFZ,gfz2025ploq,mb,4.21,,Celebes Sea,
1440,gfz2025plmw,2025-08-08T18:02:20.3,-24.27,-67.187,171.0,,,GFZ,gfz2025plmw,mb,4.46,,Chile-Argentina Border Region,
1441,gfz2025plmr,2025-08-08T17:56:02.84,38.449,24.03,10.0,,,GFZ,gfz2025plmr,mb,4.17,,Aegean Sea,
1442,gfz2025pliz,2025-08-08T16:04:28.48,-6.388,130.334,106.2,,,GFZ,gfz2025pliz,mb,4.65,,Banda Sea,
1443,gfz2025pliy,2025-08-08T16:02:38.24,50.627,159.995,29.4,,,GFZ,gfz2025pliy,mb,4.75,,East of Kuril Islands,
1444,gfz2025plib,2025-08-08T15:36:31.52,-37.735,50.022,10.0,,,GFZ,gfz2025plib,mb,4.53,,Southwest Indian Ridge,
1445,gfz2025plgv,2025-08-08T14:58:44.22,49.187,155.044,41.0,,,GFZ,gfz2025plgv,mb,4.6,,Kuril Islands,
1446,gfz2025pldg,2025-08-08T13:10:13.14,49.869,158.656,10.0,,,GFZ,gfz2025pldg,mb,4.89,,East of Kuril Islands,
1447,gfz2025pldb,2025-08-08T13:05:04.25,52.004,158.377,73.5,,,GFZ,gfz2025pldb,mb,5.06,,Near East Coast of Kamchatka,
1448,gfz2025plcl,2025-08-08T12:44:58.25,52.395,160.007,48.3,,,GFZ,gfz2025plcl,mb,4.58,,Off East Coast of Kamchatka,
1449,gfz2025plbr,2025-08-08T12:22:13.41,1.759,127.118,108.8,,,GFZ,gfz2025plbr,Mw,5.0,,"Halmahera, Indonesia",
1450,gfz2025play,2025-08-08T12:00:38.39,-9.07,123.926,84.3,,,GFZ,gfz2025play,mb,4.8,,Timor Region,
1451,gfz2025pkzm,2025-08-08T11:15:51.61,51.33,157.645,41.0,,,GFZ,gfz2025pkzm,mb,4.73,,Near East Coast of Kamchatka,
1452,gfz2025pkxy,2025-08-08T10:29:19.69,36.427,141.697,29.8,,,GFZ,gfz2025pkxy,mb,4.82,,"Near East Coast of Honshu, Japan",
1453,gfz2025pkwy,2025-08-08T09:59:50.28,51.555,157.807,45.6,,,GFZ,gfz2025pkwy,mb,4.61,,Near East Coast of Kamchatka,
1454,gfz2025pkuh,2025-08-08T08:39:02.29,49.369,155.207,73.4,,,GFZ,gfz2025pkuh,mb,4.76,,Kuril Islands,
1455,gfz2025pktv,2025-08-08T08:24:27.92,50.197,157.273,35.0,,,GFZ,gfz2025pktv,mb,4.73,,Kuril Islands,
1456,gfz2025pksh,2025-08-08T07:38:25.22,-5.058,35.132,10.0,,,GFZ,gfz2025pksh,Mw,4.97,,Tanzania,
1457,gfz2025pkpt,2025-08-08T06:21:37.59,-21.414,-66.914,249.8,,,GFZ,gfz2025pkpt,mb,4.1,,Southern Bolivia,
1458,gfz2025pkof,2025-08-08T05:34:58.35,-15.127,167.435,145.6,,,GFZ,gfz2025pkof,mb,4.82,,Vanuatu Islands,
1459,gfz2025pkoc,2025-08-08T05:31:35.01,29.895,138.868,422.7,,,GFZ,gfz2025pkoc,mb,4.38,,"Southeast of Honshu, Japan",
1460,gfz2025pkmn,2025-08-08T04:43:11.34,50.704,157.565,31.9,,,GFZ,gfz2025pkmn,mb,4.83,,Kuril Islands,
1461,gfz2025pkin,2025-08-08T02:42:07.43,49.307,156.259,30.0,,,GFZ,gfz2025pkin,mb,5.12,,Kuril Islands,
1462,gfz2025pkhy,2025-08-08T02:24:33.28,-22.295,171.556,118.6,,,GFZ,gfz2025pkhy,mb,4.93,,Southeast of Loyalty Islands,
1463,gfz2025pkhv,2025-08-08T02:20:47.18,50.466,157.83,28.0,,,GFZ,gfz2025pkhv,mb,4.9,,Kuril Islands,
1464,gfz2025pkhf,2025-08-08T02:02:30.5,26.926,140.38,468.5,,,GFZ,gfz2025pkhf,mb,4.09,,"Bonin Islands, Japan Region",
1465,gfz2025pkgl,2025-08-08T01:39:04.24,50.516,156.528,64.8,,,GFZ,gfz2025pkgl,mb,4.89,,Kuril Islands,
1466,gfz2025pkef,2025-08-08T00:31:48.37,2.664,-79.679,10.0,,,GFZ,gfz2025pkef,Mw,4.76,,South of Panama,
1467,gfz2025pjzm,2025-08-07T22:07:46.13,50.695,158.703,32.4,,,GFZ,gfz2025pjzm,mb,5.28,,East of Kuril Islands,
1468,gfz2025pjxn,2025-08-07T21:08:42.09,51.118,157.974,10.0,,,GFZ,gfz2025pjxn,mb,4.84,,Near East Coast of Kamchatka,
1469,gfz2025pjvt,2025-08-07T20:14:55.92,31.547,67.066,10.0,,,GFZ,gfz2025pjvt,mb,4.55,,Southeastern Afghanistan,
1470,gfz2025pjtu,2025-08-07T19:15:55.18,-17.963,-178.482,591.9,,,GFZ,gfz2025pjtu,mb,4.61,,Fiji Islands Region,
1471,gfz2025pjtq,2025-08-07T19:10:59.51,51.873,158.685,28.0,,,GFZ,gfz2025pjtq,mb,4.76,,Near East Coast of Kamchatka,
1472,gfz2025pjtp,2025-08-07T19:09:44.02,38.04,73.057,142.9,,,GFZ,gfz2025pjtp,mb,4.44,,Tajikistan-Xinjiang Border Region,
1473,gfz2025pjtg,2025-08-07T18:59:07.57,52.018,161.677,10.0,,,GFZ,gfz2025pjtg,mb,4.91,,Off East Coast of Kamchatka,
1474,gfz2025pjsm,2025-08-07T18:35:37.94,50.204,159.515,10.0,,,GFZ,gfz2025pjsm,mb,4.99,,East of Kuril Islands,
1475,gfz2025pjrt,2025-08-07T18:13:29.82,51.259,157.673,76.9,,,GFZ,gfz2025pjrt,mb,4.6,,Near East Coast of Kamchatka,
1476,gfz2025pjra,2025-08-07T17:51:21.85,49.065,155.644,38.0,,,GFZ,gfz2025pjra,mb,4.85,,Kuril Islands,
1477,gfz2025pjqc,2025-08-07T17:23:16.68,52.352,158.922,40.0,,,GFZ,gfz2025pjqc,mb,4.87,,Near East Coast of Kamchatka,
1478,gfz2025pjpd,2025-08-07T16:54:22.39,50.76,157.721,29.0,,,GFZ,gfz2025pjpd,mb,4.77,,Kuril Islands,
1479,gfz2025pjol,2025-08-07T16:34:00.67,-4.192,152.853,20.7,,,GFZ,gfz2025pjol,Mw,5.91,,"New Britain Region, Papua New Guinea",
1480,gfz2025pjmi,2025-08-07T15:28:59.23,1.35,98.949,85.0,,,GFZ,gfz2025pjmi,Mw,5.17,,"Northern Sumatra, Indonesia",
1481,gfz2025pjlu,2025-08-07T15:13:13.14,51.618,158.875,10.0,,,GFZ,gfz2025pjlu,mb,4.76,,Near East Coast of Kamchatka,
1482,gfz2025pjkk,2025-08-07T14:31:00.0000,20.123,96.088,10.0,,,GFZ,gfz2025pjkk,mb,4.69,,Myanmar,
1483,gfz2025pjbc,2025-08-07T09:49:01.15,37.236,21.818,10.0,,,GFZ,gfz2025pjbc,Mw,4.49,,Southern Greece,
1484,gfz2025pjau,2025-08-07T09:39:33.23,-11.924,166.268,10.0,,,GFZ,gfz2025pjau,mb,4.93,,Santa Cruz Islands,
1485,gfz2025pizz,2025-08-07T09:15:36.02,54.643,158.563,10.0,,,GFZ,gfz2025pizz,mb,5.04,,"Kamchatka Peninsula, Russia",
1486,gfz2025pizn,2025-08-07T09:00:39.37,51.845,159.305,26.0,,,GFZ,gfz2025pizn,mb,5.1,,Off East Coast of Kamchatka,
1487,gfz2025piza,2025-08-07T08:45:40.98,51.488,159.442,28.0,,,GFZ,gfz2025piza,mb,4.89,,Off East Coast of Kamchatka,
1488,gfz2025pixn,2025-08-07T08:00:50.48,51.932,159.07,35.0,,,GFZ,gfz2025pixn,mb,4.93,,Off East Coast of Kamchatka,
1489,gfz2025piws,2025-08-07T07:45:05.61,24.638,122.98,113.6,,,GFZ,gfz2025piws,Mw,5.5,,Taiwan Region,
1490,gfz2025piun,2025-08-07T06:30:00.35,51.283,161.065,33.0,,,GFZ,gfz2025piun,mb,4.81,,Off East Coast of Kamchatka,
1491,gfz2025pita,2025-08-07T05:44:08.83,51.368,160.7,10.0,,,GFZ,gfz2025pita,mb,4.66,,Off East Coast of Kamchatka,
1492,gfz2025pisl,2025-08-07T05:26:41.5,51.791,161.349,10.0,,,GFZ,gfz2025pisl,mb,5.08,,Off East Coast of Kamchatka,
1493,gfz2025piqi,2025-08-07T04:22:23.33,51.689,159.418,30.0,,,GFZ,gfz2025piqi,mb,4.88,,Off East Coast of Kamchatka,
1494,gfz2025pinp,2025-08-07T02:57:22.7,52.911,-31.653,10.0,,,GFZ,gfz2025pinp,mb,4.63,,Northern Mid-Atlantic Ridge,
1495,gfz2025pinj,2025-08-07T02:53:01.95,49.235,156.127,33.0,,,GFZ,gfz2025pinj,mb,4.97,,Kuril Islands,
1496,gfz2025pimb,2025-08-07T02:12:45.99,-41.853,-83.89,10.0,,,GFZ,gfz2025pimb,Mw,5.28,,West Chile Rise,
1497,gfz2025pijj,2025-08-07T00:51:19.17,51.619,160.669,38.0,,,GFZ,gfz2025pijj,mb,4.86,,Off East Coast of Kamchatka,
1498,gfz2025pihg,2025-08-06T23:47:48.08,33.059,131.118,10.0,,,GFZ,gfz2025pihg,mb,4.92,,"Kyushu, Japan",
1499,gfz2025pigq,2025-08-06T23:28:28.68,36.667,70.789,197.0,,,GFZ,gfz2025pigq,mb,4.19,,"Hindu Kush Region, Afghanistan",
1500,gfz2025pigo,2025-08-06T23:26:55.0000,-46.055,-16.219,10.0,,,GFZ,gfz2025pigo,mb,4.98,,Southern Mid-Atlantic Ridge,
1501,gfz2025pign,2025-08-06T23:25:28.16,52.607,159.274,10.0,,,GFZ,gfz2025pign,mb,4.83,,Off East Coast of Kamchatka,
1502,gfz2025pidz,2025-08-06T22:08:15.44,-19.458,-173.498,10.0,,,GFZ,gfz2025pidz,Mw,5.29,,Tonga Islands,
1503,gfz2025piaq,2025-08-06T20:27:18.64,50.108,157.425,27.0,,,GFZ,gfz2025piaq,mb,5.21,,Kuril Islands,
1504,gfz2025phys,2025-08-06T19:28:35.76,-6.607,131.431,35.3,,,GFZ,gfz2025phys,mb,4.88,,"Tanimbar Islands Region, Indonesia",
1505,gfz2025phyk,2025-08-06T19:18:56.15,51.693,158.982,35.0,,,GFZ,gfz2025phyk,mb,4.75,,Near East Coast of Kamchatka,
1506,gfz2025phxc,2025-08-06T18:38:44.02,62.25,-152.589,10.0,,,GFZ,gfz2025phxc,mb,5.11,,Central Alaska,
1507,gfz2025phwu,2025-08-06T18:30:18.94,-6.738,116.118,557.7,,,GFZ,gfz2025phwu,mb,4.27,,Bali Sea,
1508,gfz2025phux,2025-08-06T17:32:59.44,-55.118,-128.588,10.0,,,GFZ,gfz2025phux,Mw,5.17,,Pacific-Antarctic Ridge,
1509,gfz2025phtz,2025-08-06T17:04:55.76,52.848,159.255,39.0,,,GFZ,gfz2025phtz,mb,4.83,,Off East Coast of Kamchatka,
1510,gfz2025phtr,2025-08-06T16:56:19.46,13.842,144.729,116.0,,,GFZ,gfz2025phtr,mb,5.09,,Mariana Islands,
1511,gfz2025phte,2025-08-06T16:40:43.67,-23.888,-66.757,206.6,,,GFZ,gfz2025phte,mb,4.24,,"Jujuy Province, Argentina",
1512,gfz2025phsu,2025-08-06T16:29:08.74,-18.15,-178.411,593.0,,,GFZ,gfz2025phsu,mb,4.76,,Fiji Islands Region,
1513,gfz2025phqh,2025-08-06T15:13:37.39,51.554,160.869,10.0,,,GFZ,gfz2025phqh,mb,4.93,,Off East Coast of Kamchatka,
1514,gfz2025phor,2025-08-06T14:23:36.14,51.219,159.03,24.0,,,GFZ,gfz2025phor,mb,4.76,,Off East Coast of Kamchatka,
1515,gfz2025phnn,2025-08-06T13:49:08.86,49.901,155.98,42.0,,,GFZ,gfz2025phnn,mb,4.86,,Kuril Islands,
1516,gfz2025phlq,2025-08-06T12:51:39.46,51.509,159.469,23.6,,,GFZ,gfz2025phlq,mb,4.72,,Off East Coast of Kamchatka,
1517,gfz2025phkd,2025-08-06T12:06:30.51,53.128,161.63,10.0,,,GFZ,gfz2025phkd,mb,4.92,,Off East Coast of Kamchatka,
1518,gfz2025phjo,2025-08-06T11:49:37.76,51.674,158.589,13.0,,,GFZ,gfz2025phjo,mb,4.71,,Near East Coast of Kamchatka,
1519,gfz2025phht,2025-08-06T10:54:07.84,52.24,157.462,32.0,,,GFZ,gfz2025phht,mb,5.04,,"Kamchatka Peninsula, Russia",
1520,gfz2025phhj,2025-08-06T10:43:15.03,51.581,159.443,28.0,,,GFZ,gfz2025phhj,Mw,5.56,,Off East Coast of Kamchatka,
1521,gfz2025phhd,2025-08-06T10:35:10.74,51.567,159.337,27.0,,,GFZ,gfz2025phhd,Mw,5.8,,Off East Coast of Kamchatka,
1522,gfz2025phfb,2025-08-06T09:33:05.77,-7.676,127.757,99.9,,,GFZ,gfz2025phfb,mb,4.74,,Banda Sea,
1523,gfz2025phch,2025-08-06T08:08:25.24,-18.199,168.606,39.5,,,GFZ,gfz2025phch,mb,4.71,,Vanuatu Islands,
1524,gfz2025phan,2025-08-06T07:14:54.6,51.869,158.52,10.0,,,GFZ,gfz2025phan,mb,5.0,,Near East Coast of Kamchatka,
1525,gfz2025phae,2025-08-06T07:04:11.1,40.751,145.176,10.0,,,GFZ,gfz2025phae,mb,4.79,,"Off East Coast of Honshu, Japan",
1526,gfz2025pgzr,2025-08-06T06:49:18.75,36.572,71.202,176.5,,,GFZ,gfz2025pgzr,mb,4.14,,Afghanistan-Tajikistan Border Region,
